pincode,district,state
755025,jajapur,ODISHA
755005,jajapur,ODISHA
755044,jajapur,ODISHA
755020,jajapur,ODISHA
755061,kendrapara,ODISHA
755024,jajapur,ODISHA
755050,jajapur,ODISHA
755009,jajapur,ODISHA
755010,jajapur,ODISHA
754137,jagatsinghapur,ODISHA
754109,jagatsinghapur,ODISHA
754139,jagatsinghapur,ODISHA
754159,jagatsinghapur,ODISHA
754153,kendrapara,ODISHA
754106,jagatsinghapur,ODISHA
754136,jagatsinghapur,ODISHA
754131,cuttack,ODISHA
754162,jagatsinghapur,ODISHA
754135,jagatsinghapur,ODISHA
754141,jagatsinghapur,ODISHA
754119,jagatsinghapur,ODISHA
754114,jagatsinghapur,ODISHA
754142,jagatsinghapur,ODISHA
754160,jagatsinghapur,ODISHA
754104,jagatsinghapur,ODISHA
754145,jagatsinghapur,ODISHA
754132,jagatsinghapur,ODISHA
754140,jagatsinghapur,ODISHA
754143,jagatsinghapur,ODISHA
754130,cuttack,ODISHA
754103,jagatsinghapur,ODISHA
754133,jagatsinghapur,ODISHA
754138,jagatsinghapur,ODISHA
754029,cuttack,ODISHA
754031,cuttack,ODISHA
754082,jajapur,ODISHA
754028,cuttack,ODISHA
754027,cuttack,ODISHA
754023,jajapur,ODISHA
754025,cuttack,ODISHA
754026,cuttack,ODISHA
754024,jajapur,ODISHA
754021,cuttack,ODISHA
754037,cuttack,ODISHA
754071,cuttack,ODISHA
754022,cuttack,ODISHA
754290,cuttack,ODISHA
754032,cuttack,ODISHA
754035,cuttack,ODISHA
754201,cuttack,ODISHA
754030,cuttack,ODISHA
754107,jagatsinghapur,ODISHA
754102,jagatsinghapur,ODISHA
754120,jagatsinghapur,ODISHA
754108,jagatsinghapur,ODISHA
754111,jagatsinghapur,ODISHA
754110,jagatsinghapur,ODISHA
754294,jagatsinghapur,ODISHA
758021,kendujhar,ODISHA
758080,kendujhar,ODISHA
758037,kendujhar,ODISHA
758038,kendujhar,ODISHA
758082,kendujhar,ODISHA
758041,kendujhar,ODISHA
758078,kendujhar,ODISHA
758029,kendujhar,ODISHA
758022,kendujhar,ODISHA
758015,kendujhar,ODISHA
758027,kendujhar,ODISHA
758028,kendujhar,ODISHA
758023,kendujhar,ODISHA
758083,kendujhar,ODISHA
758079,kendujhar,ODISHA
758031,kendujhar,ODISHA
758087,kendujhar,ODISHA
758044,kendujhar,ODISHA
758002,kendujhar,ODISHA
758001,kendujhar,ODISHA
758040,kendujhar,ODISHA
758025,kendujhar,ODISHA
758036,kendujhar,ODISHA
758081,kendujhar,ODISHA
758014,kendujhar,ODISHA
758013,kendujhar,ODISHA
758017,kendujhar,ODISHA
758047,kendujhar,ODISHA
758016,kendujhar,ODISHA
758043,kendujhar,ODISHA
758020,kendujhar,ODISHA
758076,kendujhar,ODISHA
758018,kendujhar,ODISHA
758026,kendujhar,ODISHA
758030,kendujhar,ODISHA
758019,kendujhar,ODISHA
758045,kendujhar,ODISHA
758032,kendujhar,ODISHA
764070,nabarangapur,ODISHA
764073,nabarangapur,ODISHA
764055,koraput,ODISHA
764027,koraput,ODISHA
764056,koraput,ODISHA
763008,koraput,ODISHA
763003,koraput,ODISHA
764020,koraput,ODISHA
764021,koraput,ODISHA
764011,koraput,ODISHA
765013,koraput,ODISHA
764037,koraput,ODISHA
763004,koraput,ODISHA
764049,nabarangapur,ODISHA
764051,malkangiri,ODISHA
764001,koraput,ODISHA
764043,koraput,ODISHA
764077,nabarangapur,ODISHA
764052,malkangiri,ODISHA
764072,nabarangapur,ODISHA
764078,nabarangapur,ODISHA
764004,koraput,ODISHA
764002,koraput,ODISHA
765019,rayagada,ODISHA
764062,rayagada,ODISHA
765033,rayagada,ODISHA
765026,rayagada,ODISHA
765022,rayagada,ODISHA
765017,rayagada,ODISHA
765034,rayagada,ODISHA
765016,rayagada,ODISHA
765015,rayagada,ODISHA
765023,rayagada,ODISHA
765020,rayagada,ODISHA
765025,rayagada,ODISHA
765001,rayagada,ODISHA
765002,rayagada,ODISHA
765029,rayagada,ODISHA
765018,rayagada,ODISHA
765024,rayagada,ODISHA
764085,nabarangapur,ODISHA
764081,koraput,ODISHA
764042,koraput,ODISHA
764076,nabarangapur,ODISHA
764041,koraput,ODISHA
764005,koraput,ODISHA
764047,malkangiri,ODISHA
764075,nabarangapur,ODISHA
764061,nabarangapur,ODISHA
764058,koraput,ODISHA
764087,malkangiri,ODISHA
764040,koraput,ODISHA
764048,malkangiri,ODISHA
764044,malkangiri,ODISHA
764063,nabarangapur,ODISHA
764059,nabarangapur,ODISHA
764071,nabarangapur,ODISHA
764003,koraput,ODISHA
764074,nabarangapur,ODISHA
764086,malkangiri,ODISHA
764038,koraput,ODISHA
764039,koraput,ODISHA
763002,koraput,ODISHA
763001,koraput,ODISHA
765021,rayagada,ODISHA
757001,mayurbhanj,ODISHA
757055,mayurbhanj,ODISHA
757104,mayurbhanj,ODISHA
757100,mayurbhanj,ODISHA
757028,mayurbhanj,ODISHA
757032,mayurbhanj,ODISHA
757026,mayurbhanj,ODISHA
757074,mayurbhanj,ODISHA
757002,mayurbhanj,ODISHA
757083,mayurbhanj,ODISHA
757025,mayurbhanj,ODISHA
757087,mayurbhanj,ODISHA
757092,mayurbhanj,ODISHA
757085,mayurbhanj,ODISHA
757107,mayurbhanj,ODISHA
757017,mayurbhanj,ODISHA
757020,mayurbhanj,ODISHA
757073,mayurbhanj,ODISHA
757077,mayurbhanj,ODISHA
757103,mayurbhanj,ODISHA
757102,mayurbhanj,ODISHA
757016,mayurbhanj,ODISHA
757106,mayurbhanj,ODISHA
757024,mayurbhanj,ODISHA
757051,mayurbhanj,ODISHA
757079,mayurbhanj,ODISHA
757031,mayurbhanj,ODISHA
757049,mayurbhanj,ODISHA
757022,mayurbhanj,ODISHA
757041,mayurbhanj,ODISHA
757027,mayurbhanj,ODISHA
757101,mayurbhanj,ODISHA
757043,mayurbhanj,ODISHA
757047,mayurbhanj,ODISHA
757046,mayurbhanj,ODISHA
757054,mayurbhanj,ODISHA
757033,mayurbhanj,ODISHA
757048,mayurbhanj,ODISHA
757042,mayurbhanj,ODISHA
757045,mayurbhanj,ODISHA
757034,mayurbhanj,ODISHA
757014,mayurbhanj,ODISHA
757018,mayurbhanj,ODISHA
757021,mayurbhanj,ODISHA
757075,mayurbhanj,ODISHA
757082,mayurbhanj,ODISHA
757086,mayurbhanj,ODISHA
757093,mayurbhanj,ODISHA
757040,mayurbhanj,ODISHA
757019,mayurbhanj,ODISHA
757084,mayurbhanj,ODISHA
757105,mayurbhanj,ODISHA
757030,mayurbhanj,ODISHA
757081,mayurbhanj,ODISHA
757037,mayurbhanj,ODISHA
757091,mayurbhanj,ODISHA
757035,mayurbhanj,ODISHA
757039,mayurbhanj,ODISHA
757036,mayurbhanj,ODISHA
757038,mayurbhanj,ODISHA
757053,mayurbhanj,ODISHA
762022,kandhamal,ODISHA
762012,kandhamal,ODISHA
762105,kandhamal,ODISHA
762027,kandhamal,ODISHA
762001,kandhamal,ODISHA
762016,boudh,ODISHA
762102,kandhamal,ODISHA
762112,kandhamal,ODISHA
762013,boudh,ODISHA
762101,kandhamal,ODISHA
762019,kandhamal,ODISHA
762030,boudh,ODISHA
762021,kandhamal,ODISHA
762015,boudh,ODISHA
762024,boudh,ODISHA
762028,kandhamal,ODISHA
762002,kandhamal,ODISHA
762104,kandhamal,ODISHA
762018,boudh,ODISHA
762029,kandhamal,ODISHA
762026,boudh,ODISHA
762010,kandhamal,ODISHA
762107,kandhamal,ODISHA
752001,puri,ODISHA
752014,puri,ODISHA
752003,puri,ODISHA
752046,puri,ODISHA
752061,khorda,ODISHA
752060,khorda,ODISHA
752030,khorda,ODISHA
752031,khorda,ODISHA
752062,khorda,ODISHA
752066,khorda,ODISHA
752035,khorda,ODISHA
752020,khorda,ODISHA
752050,khorda,ODISHA
752022,khorda,ODISHA
752027,khorda,ODISHA
752037,khorda,ODISHA
752018,khorda,ODISHA
752019,khorda,ODISHA
752056,khorda,ODISHA
752057,khorda,ODISHA
752064,khorda,ODISHA
752021,khorda,ODISHA
752038,khorda,ODISHA
752023,khorda,ODISHA
752082,nayagarh,ODISHA
752089,nayagarh,ODISHA
752063,nayagarh,ODISHA
752024,nayagarh,ODISHA
752084,nayagarh,ODISHA
752085,nayagarh,ODISHA
752092,nayagarh,ODISHA
752025,nayagarh,ODISHA
752078,nayagarh,ODISHA
752069,nayagarh,ODISHA
768001,sambalpur,ODISHA
768019,sambalpur,ODISHA
768003,sambalpur,ODISHA
768017,sambalpur,ODISHA
768031,bargarh,ODISHA
768028,bargarh,ODISHA
768218,jharsuguda,ODISHA
768203,jharsuguda,ODISHA
768233,jharsuguda,ODISHA
768201,jharsuguda,ODISHA
768002,sambalpur,ODISHA
768004,sambalpur,ODISHA
768026,sambalpur,ODISHA
768018,sambalpur,ODISHA
768016,sambalpur,ODISHA
768020,sambalpur,ODISHA
753002,cuttack,ODISHA
753009,cuttack,ODISHA
753006,cuttack,ODISHA
753012,cuttack,ODISHA
753010,cuttack,ODISHA
753013,cuttack,ODISHA
753003,cuttack,ODISHA
753001,cuttack,ODISHA
753007,cuttack,ODISHA
764006,koraput,ODISHA
754012,khorda,ODISHA
751025,khorda,ODISHA
768118,sambalpur,ODISHA
758084,kendujhar,ODISHA
753015,cuttack,ODISHA
754011,cuttack,ODISHA
760011,ganjam,ODISHA
751026,khorda,ODISHA
751027,khorda,ODISHA
764088,nabarangapur,ODISHA
754013,cuttack,ODISHA
758085,kendujhar,ODISHA
751031,khorda,ODISHA
751029,khorda,ODISHA
755051,jajapur,ODISHA
759026,dhenkanal,ODISHA
759039,dhenkanal,ODISHA
759013,dhenkanal,ODISHA
759025,dhenkanal,ODISHA
759015,dhenkanal,ODISHA
759014,dhenkanal,ODISHA
759029,dhenkanal,ODISHA
759125,angul,ODISHA
759146,dhenkanal,ODISHA
759145,angul,ODISHA
759100,angul,ODISHA
759027,dhenkanal,ODISHA
759016,dhenkanal,ODISHA
759022,dhenkanal,ODISHA
759020,dhenkanal,ODISHA
759017,dhenkanal,ODISHA
759028,dhenkanal,ODISHA
759023,dhenkanal,ODISHA
759024,dhenkanal,ODISHA
759121,dhenkanal,ODISHA
759021,dhenkanal,ODISHA
759141,angul,ODISHA
759128,angul,ODISHA
759129,angul,ODISHA
759124,angul,ODISHA
759103,angul,ODISHA
759143,angul,ODISHA
759132,angul,ODISHA
759117,angul,ODISHA
759118,angul,ODISHA
759127,angul,ODISHA
759130,angul,ODISHA
759119,angul,ODISHA
759123,angul,ODISHA
759126,angul,ODISHA
759105,angul,ODISHA
766036,kalahandi,ODISHA
766012,kalahandi,ODISHA
766015,kalahandi,ODISHA
766018,kalahandi,ODISHA
766106,nuapada,ODISHA
766105,nuapada,ODISHA
766028,kalahandi,ODISHA
766013,kalahandi,ODISHA
766101,kalahandi,ODISHA
766029,kalahandi,ODISHA
766108,nuapada,ODISHA
766026,kalahandi,ODISHA
766102,kalahandi,ODISHA
766020,kalahandi,ODISHA
766027,kalahandi,ODISHA
766031,kalahandi,ODISHA
766017,kalahandi,ODISHA
766103,kalahandi,ODISHA
766019,kalahandi,ODISHA
766014,kalahandi,ODISHA
766107,nuapada,ODISHA
766118,nuapada,ODISHA
766111,nuapada,ODISHA
770025,sundergarh,ODISHA
759122,angul,ODISHA
759001,dhenkanal,ODISHA
766001,kalahandi,ODISHA
752055,khorda,ODISHA
769001,sundergarh,ODISHA
769012,sundergarh,ODISHA
770001,sundergarh,ODISHA
759040,angul,ODISHA
759116,angul,ODISHA
759147,angul,ODISHA
759102,angul,ODISHA
759037,angul,ODISHA
759107,angul,ODISHA
759101,angul,ODISHA
759106,angul,ODISHA
759148,angul,ODISHA
769011,sundergarh,ODISHA
769013,sundergarh,ODISHA
769014,sundergarh,ODISHA
769016,sundergarh,ODISHA
769006,sundergarh,ODISHA
769002,sundergarh,ODISHA
770046,sundergarh,ODISHA
770032,sundergarh,ODISHA
769007,sundergarh,ODISHA
769005,sundergarh,ODISHA
769008,sundergarh,ODISHA
769010,sundergarh,ODISHA
770052,sundergarh,ODISHA
769015,sundergarh,ODISHA
770042,sundergarh,ODISHA
759111,angul,ODISHA
605110,pondicherry,PONDICHERRY
605111,pondicherry,PONDICHERRY
605010,pondicherry,PONDICHERRY
605106,pondicherry,PONDICHERRY
605009,pondicherry,PONDICHERRY
607402,pondicherry,PONDICHERRY
607403,pondicherry,PONDICHERRY
605101,pondicherry,PONDICHERRY
605004,pondicherry,PONDICHERRY
605007,pondicherry,PONDICHERRY
605104,pondicherry,PONDICHERRY
605102,pondicherry,PONDICHERRY
605105,pondicherry,PONDICHERRY
605014,pondicherry,PONDICHERRY
605107,pondicherry,PONDICHERRY
605502,pondicherry,PONDICHERRY
605501,pondicherry,PONDICHERRY
609607,karaikal,PONDICHERRY
609601,karaikal,PONDICHERRY
609602,karaikal,PONDICHERRY
609609,karaikal,PONDICHERRY
609604,karaikal,PONDICHERRY
609605,karaikal,PONDICHERRY
609606,karaikal,PONDICHERRY
609603,karaikal,PONDICHERRY
605003,pondicherry,PONDICHERRY
605005,pondicherry,PONDICHERRY
605013,pondicherry,PONDICHERRY
605002,pondicherry,PONDICHERRY
605011,pondicherry,PONDICHERRY
605006,pondicherry,PONDICHERRY
605008,pondicherry,PONDICHERRY
605001,pondicherry,PONDICHERRY
148109,barnala,PUNJAB
148023,sangrur,PUNJAB
148104,barnala,PUNJAB
148022,sangrur,PUNJAB
148033,sangrur,PUNJAB
148034,sangrur,PUNJAB
148002,sangrur,PUNJAB
148106,sangrur,PUNJAB
148019,sangrur,PUNJAB
148030,sangrur,PUNJAB
148024,sangrur,PUNJAB
148020,sangrur,PUNJAB
151501,mansa,PUNJAB
151213,faridkot,PUNJAB
142039,moga,PUNJAB
152116,firozpur,PUNJAB
152124,firozpur,PUNJAB
152002,firozpur,PUNJAB
144603,kapurthala,PUNJAB
144629,jalandhar,PUNJAB
144805,jalandhar,PUNJAB
141007,ludhiana,PUNJAB
141008,ludhiana,PUNJAB
141015,ludhiana,PUNJAB
146104,hoshiarpur,PUNJAB
146111,hoshiarpur,PUNJAB
143102,amritsar,PUNJAB
143108,amritsar,PUNJAB
143202,amritsar,PUNJAB
143201,amritsar,PUNJAB
143606,amritsar,PUNJAB
143105,amritsar,PUNJAB
143204,amritsar,PUNJAB
143107,amritsar,PUNJAB
143009,amritsar,PUNJAB
143149,amritsar,PUNJAB
143111,tarn taran,PUNJAB
143022,amritsar,PUNJAB
143601,amritsar,PUNJAB
143119,amritsar,PUNJAB
143114,amritsar,PUNJAB
143109,amritsar,PUNJAB
143101,amritsar,PUNJAB
143112,amritsar,PUNJAB
143008,amritsar,PUNJAB
143205,amritsar,PUNJAB
143116,amritsar,PUNJAB
143501,amritsar,PUNJAB
143402,amritsar,PUNJAB
143117,tarn taran,PUNJAB
143411,amritsar,PUNJAB
143303,amritsar,PUNJAB
143301,tarn taran,PUNJAB
143408,tarn taran,PUNJAB
143422,tarn taran,PUNJAB
143115,amritsar,PUNJAB
143406,amritsar,PUNJAB
143304,amritsar,PUNJAB
143305,amritsar,PUNJAB
143419,tarn taran,PUNJAB
143409,amritsar,PUNJAB
143416,tarn taran,PUNJAB
143410,amritsar,PUNJAB
143302,amritsar,PUNJAB
143118,tarn taran,PUNJAB
140111,rupnagar,PUNJAB
140126,ropar,PUNJAB
140301,rupnagar,PUNJAB
160055,rupnagar,PUNJAB
140116,rupnagar,PUNJAB
140103,mohali,PUNJAB
140307,rupnagar,PUNJAB
140102,ropar,PUNJAB
140306,rupnagar,PUNJAB
140108,rupnagar,PUNJAB
140101,rupnagar,PUNJAB
140124,rupnagar,PUNJAB
140117,rupnagar,PUNJAB
147111,patiala,PUNJAB
147202,patiala,PUNJAB
147006,patiala,PUNJAB
147201,patiala,PUNJAB
147102,patiala,PUNJAB
147007,patiala,PUNJAB
147101,patiala,PUNJAB
147005,patiala,PUNJAB
147004,patiala,PUNJAB
147021,patiala,PUNJAB
147104,patiala,PUNJAB
147203,patiala,PUNJAB
140501,mohali,PUNJAB
140701,patiala,PUNJAB
142032,ludhiana,PUNJAB
141417,ludhiana,PUNJAB
148021,sangrur,PUNJAB
144102,jalandhar,PUNJAB
143506,gurdaspur,PUNJAB
142042,moga,PUNJAB
148026,sangrur,PUNJAB
140901,mohali,PUNJAB
140110,mohali,PUNJAB
143603,amritsar,PUNJAB
144039,jalandhar,PUNJAB
146024,hoshiarpur,PUNJAB
142022,ludhiana,PUNJAB
142028,ludhiana,PUNJAB
152028,firozpur,PUNJAB
144410,jalandhar,PUNJAB
141114,ludhiana,PUNJAB
142043,moga,PUNJAB
152024,firozpur,PUNJAB
143519,gurdaspur,PUNJAB
148027,sangrur,PUNJAB
143504,amritsar,PUNJAB
143203,amritsar,PUNJAB
143412,tarn taran,PUNJAB
143415,tarn taran,PUNJAB
143502,amritsar,PUNJAB
143413,amritsar,PUNJAB
143407,amritsar,PUNJAB
143414,amritsar,PUNJAB
143103,amritsar,PUNJAB
143113,amritsar,PUNJAB
151502,mansa,PUNJAB
151005,bathinda,PUNJAB
151506,mansa,PUNJAB
151104,bathinda,PUNJAB
151401,bathinda,PUNJAB
151507,mansa,PUNJAB
151302,bathinda,PUNJAB
151002,bathinda,PUNJAB
151111,bathinda,PUNJAB
151301,bathinda,PUNJAB
151101,bathinda,PUNJAB
151201,bathinda,PUNJAB
151510,mansa,PUNJAB
151509,bathinda,PUNJAB
151505,mansa,PUNJAB
151102,bathinda,PUNJAB
151103,bathinda,PUNJAB
151105,bathinda,PUNJAB
151108,bathinda,PUNJAB
151504,mansa,PUNJAB
151206,bathinda,PUNJAB
151106,bathinda,PUNJAB
151508,mansa,PUNJAB
151503,mansa,PUNJAB
152025,muktsar,PUNJAB
151204,faridkot,PUNJAB
151207,faridkot,PUNJAB
151209,faridkot,PUNJAB
142054,moga,PUNJAB
152115,muktsar,PUNJAB
152031,muktsar,PUNJAB
152101,muktsar,PUNJAB
151202,faridkot,PUNJAB
152113,muktsar,PUNJAB
152107,muktsar,PUNJAB
151211,muktsar,PUNJAB
152026,muktsar,PUNJAB
152112,muktsar,PUNJAB
152032,muktsar,PUNJAB
151212,faridkot,PUNJAB
152114,muktsar,PUNJAB
142002,moga,PUNJAB
142003,moga,PUNJAB
142037,moga,PUNJAB
142038,moga,PUNJAB
142040,moga,PUNJAB
142011,moga,PUNJAB
142053,moga,PUNJAB
142048,moga,PUNJAB
142056,moga,PUNJAB
142049,moga,PUNJAB
142045,moga,PUNJAB
142055,moga,PUNJAB
142046,moga,PUNJAB
142057,moga,PUNJAB
151210,muktsar,PUNJAB
151205,faridkot,PUNJAB
151208,faridkot,PUNJAB
152003,firozpur,PUNJAB
152123,firozpur,PUNJAB
152121,firozpur,PUNJAB
152122,firozpur,PUNJAB
142050,firozpur,PUNJAB
152118,firozpur,PUNJAB
152117,firozpur,PUNJAB
142041,firozpur,PUNJAB
142052,firozpur,PUNJAB
152005,firozpur,PUNJAB
152022,firozpur,PUNJAB
152128,firozpur,PUNJAB
142058,moga,PUNJAB
142044,firozpur,PUNJAB
152021,firozpur,PUNJAB
152033,firozpur,PUNJAB
152023,firozpur,PUNJAB
152132,firozpur,PUNJAB
142060,firozpur,PUNJAB
152004,firozpur,PUNJAB
142047,firozpur,PUNJAB
143514,gurdaspur,PUNJAB
143526,gurdaspur,PUNJAB
143512,gurdaspur,PUNJAB
143511,gurdaspur,PUNJAB
143507,gurdaspur,PUNJAB
143520,gurdaspur,PUNJAB
143529,gurdaspur,PUNJAB
143533,gurdaspur,PUNJAB
143528,gurdaspur,PUNJAB
145001,gurdaspur,PUNJAB
145025,gurdaspur,PUNJAB
143515,gurdaspur,PUNJAB
143530,gurdaspur,PUNJAB
143513,gurdaspur,PUNJAB
145026,gurdaspur,PUNJAB
143518,gurdaspur,PUNJAB
143516,gurdaspur,PUNJAB
143604,gurdaspur,PUNJAB
143605,gurdaspur,PUNJAB
143531,gurdaspur,PUNJAB
143532,gurdaspur,PUNJAB
145023,gurdaspur,PUNJAB
145101,gurdaspur,PUNJAB
143517,gurdaspur,PUNJAB
143525,gurdaspur,PUNJAB
143602,gurdaspur,PUNJAB
145027,gurdaspur,PUNJAB
143534,gurdaspur,PUNJAB
145029,gurdaspur,PUNJAB
145022,gurdaspur,PUNJAB
143527,gurdaspur,PUNJAB
145024,gurdaspur,PUNJAB
144521,nawanshahr,PUNJAB
144529,hoshiarpur,PUNJAB
146112,hoshiarpur,PUNJAB
144221,hoshiarpur,PUNJAB
144204,hoshiarpur,PUNJAB
144105,hoshiarpur,PUNJAB
144522,nawanshahr,PUNJAB
144527,hoshiarpur,PUNJAB
146021,hoshiarpur,PUNJAB
144524,nawanshahr,PUNJAB
144519,hoshiarpur,PUNJAB
144523,hoshiarpur,PUNJAB
144208,hoshiarpur,PUNJAB
144528,hoshiarpur,PUNJAB
146101,hoshiarpur,PUNJAB
146102,hoshiarpur,PUNJAB
146023,hoshiarpur,PUNJAB
146110,hoshiarpur,PUNJAB
144532,hoshiarpur,PUNJAB
144525,nawanshahr,PUNJAB
144526,nawanshahr,PUNJAB
146022,hoshiarpur,PUNJAB
144520,hoshiarpur,PUNJAB
144406,hoshiarpur,PUNJAB
144530,hoshiarpur,PUNJAB
146109,hoshiarpur,PUNJAB
146106,hoshiarpur,PUNJAB
144531,hoshiarpur,PUNJAB
146113,hoshiarpur,PUNJAB
146108,hoshiarpur,PUNJAB
144404,hoshiarpur,PUNJAB
144533,nawanshahr,PUNJAB
146103,hoshiarpur,PUNJAB
144214,hoshiarpur,PUNJAB
144202,hoshiarpur,PUNJAB
144207,hoshiarpur,PUNJAB
144224,hoshiarpur,PUNJAB
144223,hoshiarpur,PUNJAB
144206,hoshiarpur,PUNJAB
144306,hoshiarpur,PUNJAB
146115,nawanshahr,PUNJAB
144305,hoshiarpur,PUNJAB
144210,hoshiarpur,PUNJAB
144209,hoshiarpur,PUNJAB
144222,hoshiarpur,PUNJAB
144213,hoshiarpur,PUNJAB
146116,hoshiarpur,PUNJAB
144212,hoshiarpur,PUNJAB
144211,hoshiarpur,PUNJAB
146114,hoshiarpur,PUNJAB
144216,hoshiarpur,PUNJAB
146105,hoshiarpur,PUNJAB
146107,hoshiarpur,PUNJAB
144026,jalandhar,PUNJAB
144505,nawanshahr,PUNJAB
144518,nawanshahr,PUNJAB
144516,nawanshahr,PUNJAB
144503,nawanshahr,PUNJAB
144003,jalandhar,PUNJAB
144101,jalandhar,PUNJAB
144106,jalandhar,PUNJAB
144103,jalandhar,PUNJAB
144301,jalandhar,PUNJAB
144002,jalandhar,PUNJAB
144021,jalandhar,PUNJAB
144030,jalandhar,PUNJAB
144416,jalandhar,PUNJAB
144417,jalandhar,PUNJAB
144302,jalandhar,PUNJAB
144201,jalandhar,PUNJAB
144028,jalandhar,PUNJAB
144104,jalandhar,PUNJAB
144004,jalandhar,PUNJAB
144025,jalandhar,PUNJAB
144303,jalandhar,PUNJAB
144418,jalandhar,PUNJAB
144504,nawanshahr,PUNJAB
144419,jalandhar,PUNJAB
144502,jalandhar,PUNJAB
144511,jalandhar,PUNJAB
144022,jalandhar,PUNJAB
144409,jalandhar,PUNJAB
144515,nawanshahr,PUNJAB
144020,jalandhar,PUNJAB
144512,nawanshahr,PUNJAB
144024,jalandhar,PUNJAB
144509,nawanshahr,PUNJAB
144501,nawanshahr,PUNJAB
144514,nawanshahr,PUNJAB
144510,nawanshahr,PUNJAB
144506,nawanshahr,PUNJAB
144513,nawanshahr,PUNJAB
144507,nawanshahr,PUNJAB
144029,jalandhar,PUNJAB
144508,nawanshahr,PUNJAB
144517,nawanshahr,PUNJAB
144421,nawanshahr,PUNJAB
144422,nawanshahr,PUNJAB
144804,kapurthala,PUNJAB
144803,kapurthala,PUNJAB
144802,kapurthala,PUNJAB
144623,kapurthala,PUNJAB
144801,jalandhar,PUNJAB
144622,kapurthala,PUNJAB
144621,kapurthala,PUNJAB
144630,jalandhar,PUNJAB
144041,jalandhar,PUNJAB
144626,kapurthala,PUNJAB
144033,jalandhar,PUNJAB
144606,kapurthala,PUNJAB
144701,jalandhar,PUNJAB
144624,kapurthala,PUNJAB
144703,jalandhar,PUNJAB
144040,jalandhar,PUNJAB
144631,kapurthala,PUNJAB
144806,jalandhar,PUNJAB
144819,kapurthala,PUNJAB
144702,jalandhar,PUNJAB
144042,jalandhar,PUNJAB
144620,kapurthala,PUNJAB
144625,kapurthala,PUNJAB
144044,jalandhar,PUNJAB
144628,kapurthala,PUNJAB
144402,kapurthala,PUNJAB
144036,jalandhar,PUNJAB
144034,jalandhar,PUNJAB
144632,kapurthala,PUNJAB
144407,jalandhar,PUNJAB
144311,jalandhar,PUNJAB
144405,jalandhar,PUNJAB
144035,jalandhar,PUNJAB
144037,jalandhar,PUNJAB
144403,jalandhar,PUNJAB
144043,jalandhar,PUNJAB
144633,jalandhar,PUNJAB
144032,jalandhar,PUNJAB
144411,kapurthala,PUNJAB
141119,ludhiana,PUNJAB
141411,fatehgarh sahib,PUNJAB
141204,ludhiana,PUNJAB
142030,ludhiana,PUNJAB
140802,patiala,PUNJAB
141117,ludhiana,PUNJAB
142025,ludhiana,PUNJAB
141105,ludhiana,PUNJAB
142033,ludhiana,PUNJAB
142024,ludhiana,PUNJAB
142021,ludhiana,PUNJAB
141108,ludhiana,PUNJAB
141416,ludhiana,PUNJAB
142027,ludhiana,PUNJAB
141109,ludhiana,PUNJAB
141418,ludhiana,PUNJAB
141123,ludhiana,PUNJAB
141120,ludhiana,PUNJAB
141121,ludhiana,PUNJAB
141422,ludhiana,PUNJAB
141127,ludhiana,PUNJAB
141126,ludhiana,PUNJAB
141102,ludhiana,PUNJAB
141413,ludhiana,PUNJAB
141412,ludhiana,PUNJAB
141118,ludhiana,PUNJAB
141421,fatehgarh sahib,PUNJAB
142036,ludhiana,PUNJAB
141116,ludhiana,PUNJAB
141419,ludhiana,PUNJAB
141202,ludhiana,PUNJAB
142034,ludhiana,PUNJAB
141206,ludhiana,PUNJAB
141110,ludhiana,PUNJAB
142031,ludhiana,PUNJAB
141107,ludhiana,PUNJAB
141414,ludhiana,PUNJAB
141415,ludhiana,PUNJAB
141122,ludhiana,PUNJAB
142029,ludhiana,PUNJAB
141104,ludhiana,PUNJAB
141125,ludhiana,PUNJAB
141113,ludhiana,PUNJAB
141112,ludhiana,PUNJAB
141801,fatehgarh sahib,PUNJAB
141205,ludhiana,PUNJAB
141115,ludhiana,PUNJAB
142035,ludhiana,PUNJAB
142023,ludhiana,PUNJAB
141103,ludhiana,PUNJAB
141101,ludhiana,PUNJAB
141203,ludhiana,PUNJAB
147105,patiala,PUNJAB
140402,patiala,PUNJAB
140408,fatehgarh sahib,PUNJAB
147103,patiala,PUNJAB
140702,patiala,PUNJAB
140601,patiala,PUNJAB
140412,patiala,PUNJAB
147301,fatehgarh sahib,PUNJAB
140602,patiala,PUNJAB
140405,fatehgarh sahib,PUNJAB
140417,patiala,PUNJAB
140406,fatehgarh sahib,PUNJAB
148108,barnala,PUNJAB
148018,sangrur,PUNJAB
148035,sangrur,PUNJAB
148107,ludhiana,PUNJAB
148102,barnala,PUNJAB
148031,sangrur,PUNJAB
148025,sangrur,PUNJAB
148028,sangrur,PUNJAB
148103,barnala,PUNJAB
148100,barnala,PUNJAB
148105,barnala,PUNJAB
148017,sangrur,PUNJAB
148029,sangrur,PUNJAB
148101,barnala,PUNJAB
140114,rupnagar,PUNJAB
140112,mohali,PUNJAB
140113,rupnagar,PUNJAB
140123,rupnagar,PUNJAB
140413,mohali,PUNJAB
140109,mohali,PUNJAB
140115,rupnagar,PUNJAB
140308,rupnagar,PUNJAB
140118,ropar,PUNJAB
140201,patiala,PUNJAB
140507,mohali,PUNJAB
